index	word	lemma	posUni	posFine	morph	head	dep	_	coarse_dep
7	gol	gol	NOUN	_	_	8	nmod	_	nmod
8	aukera	aukera	NOUN	_	_	12	nmod	_	nmod
10	joko	joko	NOUN	_	_	8	conj	_	conj
12	derbi	derby	NOUN	_	_	4	csubj	_	csubj
2	poza	poz	NOUN	_	Case=Abs|Definite=Def|Number=Sing	4	nsubj	_	nsubj
4	zaplastekoa	zaplazteko	NOUN	_	Case=Abs|Definite=Def|Number=Sing	0	root	_	root
2	tourrean	tour	NOUN	_	Case=Ine|Definite=Def|Number=Sing	4	obl	_	obl
5	arrazoietako	arrazoi	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Plur	7	nsubj	_	nsubj
7	dirua	diru	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	0	root	_	root
1	esperientzia	esperientzia	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	2	obj	_	obj
1	administrazio	administrazio	NOUN	_	_	2	compound	_	compound
2	kontseiluak	kontseilu	NOUN	_	Case=Erg|Definite=Def|Number=Sing	3	nsubj	_	nsubj
6	asmoen	asmo	NOUN	_	Case=Gen	14	obl	_	obl
8	konpainiako	konpainia	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Sing	10	nmod	_	nmod
10	zuzendarirentzako	zuzendari	NOUN	_	Case=Loc|Definite=Ind	13	nmod	_	nmod
11	stock	stock	NOUN	_	_	13	nmod	_	nmod
12	options	options	NOUN	_	_	11	flat	_	flat
13	egitasmoa	egitasmo	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	14	nsubj	_	nsubj
16	akzioak	akzio	NOUN	_	Case=Abs|Definite=Def|Number=Plur	17	obj	_	obj
18	lehentasunezko	lehentasun	NOUN	_	Animacy=Inan|Case=Loc|Definite=Ind	19	nmod	_	nmod
19	eskaintza	eskaintza	NOUN	_	Case=Abs|Definite=Def|Number=Sing	13	appos	SpaceAfter=No	appos
1	okindegien	okindegi	NOUN	_	Animacy=Inan|Case=Gen|Definite=Def|Number=Plur	3	obl	_	obl
2	usaina	usain	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	3	obj	_	obj
6	buru	buru	NOUN	_	_	7	nmod	_	nmod
9	behar	behar	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	3	conj	_	conj
10	umeen	ume	NOUN	_	Animacy=Anim|Case=Gen|Definite=Def|Number=Plur	11	nmod	_	nmod
11	askari	askari	NOUN	_	_	8	obl	_	obl
1	finalerako	final	NOUN	_	Case=Loc|Definite=Def|Number=Sing	2	nmod	_	nmod
2	sailkapena	sailkapen	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	3	obj	_	obj
4	los	losa	NOUN	_	_	5	compound	_	compound
8	ekitaldiak	ekitaldi	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	12	obj	_	obj
11	egunez	egun	NOUN	_	Animacy=Inan|Case=Ins|Definite=Ind	12	obl	_	obl
20	mendebaldeko	mendebalde	NOUN	_	Case=Loc|Definite=Def|Number=Sing	21	nmod	_	nmod
21	konferentziako	konferentzia	NOUN	_	Case=Loc|Definite=Def|Number=Sing	22	nmod	_	nmod
22	finalean	final	NOUN	_	Case=Ine|Definite=Def|Number=Sing	17	obl	SpaceAfter=No	obl
1	porrot	porrot	NOUN	_	_	0	root	_	root
5	guerroujena	Guerrouj	NOUN	_	Case=Abs|Definite=Def|Number=Sing	4	flat	_	flat
7	saidi-siefena	Saidi-Sief	NOUN	_	Case=Abs|Definite=Def|Number=Sing	4	conj	_	conj
4	bizi	bizi	NOUN	_	Case=Abs|Definite=Ind	5	compound	_	compound
6	inguruan	inguru	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	7	obl	_	obl
13	aurre	aurre	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	12	nmod	SpaceAfter=No	nmod
1	urrian	urri	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	3	obl	_	obl
5	bileran	bilera	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	12	obl	_	obl
6	lan	lan	NOUN	_	_	10	obj	_	obj
8	ekonomia	ekonomia	NOUN	_	_	9	nmod	_	nmod
9	hazkundea	hazkunde	NOUN	_	Case=Abs|Definite=Def|Number=Sing	6	conj	_	conj
11	programak	programa	NOUN	_	Case=Abs|Definite=Def|Number=Plur	12	nsubj	_	nsubj
13	nahi	nahi	NOUN	_	Case=Abs|Definite=Ind	14	compound	_	compound
16	gobernuak	gobernu	NOUN	_	Case=Erg|Definite=Def|Number=Sing	14	nsubj	SpaceAfter=No	nsubj
12	bideetatik	bide	NOUN	_	Animacy=Inan|Case=Abl|Definite=Def|Number=Plur	3	obl	SpaceAfter=No	obl
7	bakea	bake	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	8	obj	_	obj
12	erronka	erronka	NOUN	_	_	10	obl	_	obl
1	karlistek	karlista	NOUN	_	Case=Erg|Definite=Def|Number=Plur	3	nsubj	_	nsubj
2	gerra	gerra	NOUN	_	Case=Abs|Definite=Def|Number=Sing	3	obj	_	obj
5	atzerrira	atzerri	NOUN	_	Case=All|Definite=Def|Number=Sing	6	obl	_	obl
3	kakotx	kakotx	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	7	obj	SpaceAfter=No	obj
6	xakurtxoa	xakurtxo	NOUN	_	Case=Abs|Definite=Def|Number=Sing	3	appos	_	appos
11	askaria	askari	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	12	obj	_	obj
3	protestak	protesta	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	4	nsubj	_	nsubj
9	kanpaina	kanpaina	NOUN	_	_	10	nmod	_	nmod
10	bulego	bulego	NOUN	_	_	6	conj	_	conj
12	etxe	etxe	NOUN	_	_	6	conj	_	conj
16	portaerak	portaera	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	25	nsubj	_	nsubj
18	eragina	eragin	NOUN	_	Case=Abs|Definite=Def|Number=Sing	25	obj	_	obj
21	sendotasun	sendotasun	NOUN	_	_	18	conj	_	conj
24	arriskuan	arrisku	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	25	obl	_	obl
1	trikitixako	trikitixa	NOUN	_	Case=Loc|Definite=Def|Number=Sing	2	nmod	_	nmod
2	aire	aire	NOUN	_	_	6	iobj	_	iobj
4	azkenaldi	azkenaldi	NOUN	_	_	6	obj	_	obj
5	honetakoak	hau	NOUN	_	Case=Abs|Definite=Def|Number=Plur	4	det	_	det
13	ska	ska	NOUN	_	Case=Abs|Definite=Def|Number=Sing	11	conj	SpaceAfter=No	conj
1	lapa	lapa	NOUN	_	_	3	nmod	_	nmod
3	oskol	oskol	NOUN	_	_	6	obl	_	obl
6	partiduak	partidu	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	7	obj	_	obj
3	jui-jitsuko	jui-jitsu	NOUN	_	Case=Loc|Definite=Def|Number=Sing	4	nmod	_	nmod
4	borrokalaria	borrokalari	NOUN	_	Case=Abs|Definite=Def|Number=Sing	5	nsubj	_	nsubj
9	lehia	lehia	NOUN	_	_	5	obl	_	obl
2	aldian	aldi	NOUN	_	Case=Ine|Definite=Def|Number=Sing	4	obl	_	obl
3	aurrelari	aurrelari	NOUN	_	Animacy=Anim|Case=Abs|Definite=Ind	5	acl	_	acl
5	luzaidarra	luzaidar	NOUN	_	Case=Abs|Definite=Def|Number=Sing	8	nsubj	_	nsubj
12	gerriko	gerri	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Sing	13	nmod	_	nmod
13	minez	min	NOUN	_	Animacy=Inan|Case=Ins|Definite=Ind	8	advcl	_	advcl
1	lehendakaritzarako	lehendakaritza	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Sing	3	nmod	_	nmod
2	hautagaien	hautagai	NOUN	_	Case=Gen	4	obl	_	obl
7	presidentea	presidente	NOUN	_	Case=Abs|Definite=Def|Number=Sing	5	appos	_	appos
12	federazioaren	federazio	NOUN	_	Case=Gen|Definite=Def|Number=Sing	13	nmod	_	nmod
13	lurralde	lurralde	NOUN	_	_	16	obl	_	obl
15	kanpaina	kanpaina	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	16	obj	_	obj
1	etxea	etxe	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	3	nsubj	_	nsubj
2	berogailuz	berogailu	NOUN	_	Animacy=Inan|Case=Ins|Definite=Ind	3	obl	_	obl
6	uda	uda	NOUN	_	_	7	nmod	_	nmod
7	parteko	parte	NOUN	_	Case=Loc|Definite=Def|Number=Sing	8	nmod	_	nmod
8	sistema	sistema	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	9	obj	_	obj
1	hildakoetako	hildako	NOUN	_	Animacy=Anim|Case=Loc|Definite=Def|Number=Plur	2	nmod	_	nmod
11	herritar	herritar	NOUN	_	_	8	acl	_	acl
12	arabiarrak	arabiar	NOUN	_	Animacy=Anim|Case=Abs|Definite=Def|Number=Plur	11	nmod	SpaceAfter=No	nmod
3	bide	bide	NOUN	_	_	1	nsubj	_	nsubj
6	neurri	neurri	NOUN	_	_	10	obl	_	obl
14	urtez	urte	NOUN	_	Animacy=Inan|Case=Ins|Definite=Ind	10	obl	_	obl
15	azpikoen	azpi	NOUN	_	Animacy=Inan|Case=Gen|Definite=Def|Number=Plur	17	nmod	_	nmod
17	txapelketa	txapelketa	NOUN	_	Case=Abs|Definite=Def|Number=Sing	10	obj	SpaceAfter=No	obj
6	ahalegin	ahalegin	NOUN	_	_	9	obj	_	obj
11	adore	adore	NOUN	_	_	9	conj	_	conj
16	hagatxotik	hagatxo	NOUN	_	Animacy=Inan|Case=Abl|Definite=Def|Number=Sing	18	obl	_	obl
17	leihora	leiho	NOUN	_	Animacy=Inan|Case=All|Definite=Def|Number=Sing	18	obl	_	obl
1	zaharren	zahar	NOUN	_	Animacy=Inan|Case=Gen|Definite=Def|Number=Plur	2	nmod	_	nmod
2	egoitzaren	egoitza	NOUN	_	Animacy=Inan|Case=Gen|Definite=Def|Number=Sing	3	nmod	_	nmod
3	mugakide	mugakide	NOUN	_	Case=Abs|Definite=Ind	5	acl	_	acl
5	lursailaren	lursail	NOUN	_	Case=Gen|Definite=Def|Number=Sing	6	nmod	_	nmod
6	erabilera	erabilera	NOUN	_	Case=Abs|Definite=Def|Number=Sing	7	nsubj	_	nsubj
1	defentsan	defentsa	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	3	obl	_	obl
9	uste	uste	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	3	conj	_	conj
11	arazoak	arazo	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	12	obj	_	obj
1	galiziarrek	galiziar	NOUN	_	Animacy=Anim|Case=Erg|Definite=Def|Number=Plur	7	nsubj	SpaceAfter=No	nsubj
9	norgehiagoka	norgehiagoka	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	7	obj	_	obj
11	errespetu	errespetu	NOUN	_	_	13	obj	_	obj
6	haran	haran	NOUN	_	_	4	obl	_	obl
1	hanka	hanka	NOUN	_	_	3	obj	_	obj
9	oinaldean	oinalde	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	11	nmod	_	nmod
14	txapelaren	txapel	NOUN	_	Animacy=Inan|Case=Gen|Definite=Def|Number=Sing	15	nmod	_	nmod
15	kolore	kolore	NOUN	_	_	10	conj	_	conj
16	berekoa	bera	NOUN	_	Case=Abs|Definite=Def|Number=Sing	15	nmod	_	nmod
21	oinaldea	oinalde	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	22	obj	_	obj
28	hexagono	hexagono	NOUN	_	_	29	nmod	_	nmod
29	forma	forma	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	30	obj	_	obj
34	mailek	maila	NOUN	_	Animacy=Inan|Case=Erg|Definite=Def|Number=Plur	35	nsubj	_	nsubj
6	zutikakoak	zutikako	NOUN	_	Case=Abs|Definite=Def|Number=Plur	7	obj	_	obj
5	ama	ama	NOUN	_	Case=Abs|Definite=Def|Number=Sing	11	obj	_	obj
8	aita	aita	NOUN	_	Case=Abs|Definite=Def|Number=Sing	5	conj	_	conj
9	jatorri	jatorri	NOUN	_	_	8	nmod	_	nmod
10	irakiarrekoa	irakiar	NOUN	_	Case=Abs|Definite=Def|Number=Sing	9	nmod	_	nmod
15	urteko	urte	NOUN	_	Animacy=Inan	16	nmod	_	nmod
16	mutiko	mutiko	NOUN	_	_	18	nsubj	_	nsubj
25	urte	urte	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	23	nsubj	SpaceAfter=No	nsubj
28	ekialdeko	ekialde	NOUN	_	Case=Loc|Definite=Def|Number=Sing	27	nmod	_	nmod
30	hiriko	hiri	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Sing	32	nmod	_	nmod
31	udal	udal	NOUN	_	_	32	nmod	_	nmod
32	igerilekuan	igerileku	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	19	obl	SpaceAfter=No	obl
3	indizea	indize	NOUN	_	Case=Abs|Definite=Def|Number=Sing	6	nsubj	_	nsubj
4	urteko	urte	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Sing	5	nmod	_	nmod
5	minimoan	minimo	NOUN	_	Case=Ine|Definite=Def|Number=Sing	6	obl	_	obl
9	beharraren	behar	NOUN	_	Animacy=Inan|Case=Gen|Definite=Def|Number=Sing	10	nmod	_	nmod
10	beharraz	behar	NOUN	_	Animacy=Inan|Case=Ins|Definite=Def|Number=Sing	6	obl	SpaceAfter=No	obl
2	ordezkariak	ordezkari	NOUN	_	Animacy=Anim|Case=Erg|Definite=Def|Number=Sing	3	nsubj	_	nsubj
9	san	san	NOUN	_	_	10	compound	_	compound
13	ermita	ermita	NOUN	_	_	5	obl	_	obl
1	brasildarraren	brasildar	NOUN	_	Case=Gen|Definite=Def|Number=Sing	3	nmod	_	nmod
2	garaipenari	garaipen	NOUN	_	Case=Dat	7	obl	_	obl
5	lider	lider	NOUN	_	Case=Abs|Definite=Ind	7	advcl	_	advcl
13	punturekin	puntu	NOUN	_	Animacy=Inan|Case=Com|Definite=Ind	7	obl	SpaceAfter=No	obl
1	gobernuaren	gobernu	NOUN	_	Case=Gen|Definite=Def|Number=Sing	3	nmod	_	nmod
2	bake	bake	NOUN	_	_	3	nmod	_	nmod
3	politika	politika	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	4	obj	_	obj
7	saio	saio	NOUN	_	_	4	obl	_	obl
15	segurtasuna	segurtasun	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	17	obj	_	obj
20	akordioak	akordio	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	17	nsubj	SpaceAfter=No	nsubj
2	egun	egun	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	3	obj	_	obj
5	entseguetan	entsegu	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Plur	3	obl	SpaceAfter=No	obl
2	sozietate	sozietate	NOUN	_	_	5	nmod	_	nmod
5	berezitasun	berezitasun	NOUN	_	_	7	nsubj	_	nsubj
1	gizonak	gizon	NOUN	_	Animacy=Anim|Case=Abs|Definite=Def|Number=Plur	2	obj	_	obj
3	patriarkatua	patriarkatu	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	5	obj	_	obj
3	iraultza	iraultza	NOUN	_	_	6	obj	_	obj
8	venezuelarrek	venezuelar	NOUN	_	Case=Erg|Definite=Def|Number=Plur	6	nsubj	SpaceAfter=No	nsubj
1	bilbotarrek	bilbotar	NOUN	_	Case=Erg|Definite=Def|Number=Plur	4	nsubj	_	nsubj
2	garaipena	garaipen	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	4	obj	_	obj
3	merezi	merezi	NOUN	_	Case=Abs|Definite=Ind	4	compound	_	compound
8	zorterik	zorte	NOUN	_	Case=Par|Definite=Ind	9	obj	_	obj
11	ate	ate	NOUN	_	_	9	obl	_	obl
1	ondorioz	ondorio	NOUN	_	Animacy=Inan|Case=Ins|Definite=Ind	6	advmod	SpaceAfter=No	advmod
7	arlo	arlo	NOUN	_	_	9	obl	_	obl
11	tresna	tresna	NOUN	_	_	13	nmod	_	nmod
13	aniztasuna	aniztasun	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	6	nsubj	SpaceAfter=No	nsubj
1	ikasketa	ikasketa	NOUN	_	_	3	nsubj	_	nsubj
5	ingelesaren	ingeles	NOUN	_	Animacy=Inan|Case=Gen|Definite=Def|Number=Sing	6	nmod	_	nmod
6	arrastoan	arrasto	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	7	obl	_	obl
12	udan	uda	NOUN	_	Case=Ine|Definite=Def|Number=Sing	13	obl	_	obl
17	estatu	estatu	NOUN	_	_	15	appos	_	appos
2	ametsa	amets	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	0	root	_	root
3	erregai	erregai	NOUN	_	_	11	nsubj	_	nsubj
5	argindarra	argindar	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	6	obj	_	obj
7	lehengai	lehengai	NOUN	_	_	9	xcomp	_	xcomp
5	ekoizpen	ekoizpen	NOUN	_	_	18	nsubj	_	nsubj
7	nazien	nazi	NOUN	_	Animacy=Anim|Case=Gen|Definite=Def|Number=Plur	8	nmod	_	nmod
8	garaian	garai	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	11	obl	_	obl
10	gorabeherak	gorabehera	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	11	obj	_	obj
13	aktore	aktore	NOUN	_	_	15	nmod	_	nmod
15	goraldia	goraldi	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	18	obj	_	obj
17	portaera	portaera	NOUN	_	_	15	conj	_	conj
20	etikari	etika	NOUN	_	Case=Dat	22	nmod	_	nmod
22	hausnarketa	hausnarketa	NOUN	_	Case=Abs|Definite=Def|Number=Sing	23	obj	_	obj
5	behar	behar	NOUN	_	Case=Abs|Definite=Ind	6	compound	_	compound
10	atsedena	atseden	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	11	obj	_	obj
14	denboraldian	denboraldi	NOUN	_	Case=Ine|Definite=Def|Number=Sing	17	obl	_	obl
15	mailarik	maila	NOUN	_	Animacy=Inan|Case=Par|Definite=Ind	17	obj	_	obj
18	ahal	ahal	NOUN	_	Case=Abs|Definite=Ind	19	compound	_	compound
3	legitimitatea	legitimitate	NOUN	_	Case=Abs|Definite=Def|Number=Sing	4	obj	_	obj
3	itxarongela	itxarongela	NOUN	_	_	12	obj	SpaceAfter=No	obj
5	funtzionarien	funtzionario	NOUN	_	Case=Gen|Definite=Def|Number=Plur	6	nmod	_	nmod
6	etxebizitzak	etxebizitza	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	3	conj	_	conj
8	psikiatri	psikiatria	NOUN	_	_	9	nmod	_	nmod
9	eritetxea	erietxe	NOUN	_	Case=Abs|Definite=Def|Number=Sing	3	conj	_	conj
11	eskubian	eskuin	NOUN	_	Case=Ine|Definite=Def|Number=Sing	12	obl	_	obl
15	eraikin	eraikin	NOUN	_	_	17	obl	_	obl
19	patio	patio	NOUN	_	_	21	obl	_	obl
1	gailurra	gailur	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	4	nsubj	_	nsubj
7	aukera	aukera	NOUN	_	_	10	obj	_	obj
9	astelehenean	astelehen	NOUN	_	Case=Ine|Definite=Def|Number=Sing	10	obl	_	obl
14	iritzi	iritzi	NOUN	_	_	16	nsubj	_	nsubj
3	errefuxiatua	errefuxiatu	NOUN	_	Case=Abs|Definite=Def|Number=Sing	4	obj	_	obj
6	polizia	polizia	NOUN	_	_	4	nsubj	_	nsubj
3	ama	ama	NOUN	_	Case=Abs|Definite=Def|Number=Sing	5	nsubj	_	nsubj
17	harri	harri	NOUN	_	_	19	obj	_	obj
21	uretara	ur	NOUN	_	Animacy=Inan|Case=All|Definite=Def|Number=Plur	22	obl	_	obl
4	erabakia	erabaki	NOUN	_	Case=Abs|Definite=Def|Number=Sing	5	obj	_	obj
1	abenduaren	abendu	NOUN	_	Case=Gen|Definite=Def|Number=Sing	2	nmod	_	nmod
4	behar	behar	NOUN	_	Case=Abs|Definite=Ind	5	compound	_	compound
7	estatu	estatu	NOUN	_	_	9	nmod	_	nmod
9	presidentea	presidente	NOUN	_	Case=Abs|Definite=Def|Number=Sing	10	obj	_	obj
12	hauteskunde	hauteskunde	NOUN	_	_	13	nmod	_	nmod
13	ordezkariak	ordezkari	NOUN	_	Animacy=Anim|Case=Abs|Definite=Def|Number=Plur	3	obj	SpaceAfter=No	obj
2	arrazoia	arrazoi	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	4	nsubj	_	nsubj
4	san	san	NOUN	_	_	3	flat	_	flat
6	atezainak	atezain	NOUN	_	Animacy=Anim|Case=Erg|Definite=Def|Number=Sing	7	nsubj	_	nsubj
12	asteetan	aste	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Plur	9	obl	_	obl
13	ezker	ezker	NOUN	_	_	14	nmod	_	nmod
14	eskuko	esku	NOUN	_	Case=Loc|Definite=Def|Number=Sing	15	nmod	_	nmod
15	hatz	hatz	NOUN	_	_	18	obj	_	obj
2	irla	irla	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	5	nsubj	_	nsubj
4	barnean	barne	NOUN	_	Case=Ine|Definite=Def|Number=Sing	5	obl	_	obl
4	baloi	baloi	NOUN	_	_	5	nmod	_	nmod
5	lapurreta	lapurreta	NOUN	_	Case=Abs|Definite=Def|Number=Sing	7	obj	_	obj
16	marka	marka	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	17	obj	_	obj
2	tentsio	tentsio	NOUN	_	_	4	obj	_	obj
7	bisitak	bisita	NOUN	_	Case=Abs|Definite=Def|Number=Plur	4	nsubj	SpaceAfter=No	nsubj
10	agintariak	agintari	NOUN	_	Animacy=Anim|Case=Abs|Definite=Def|Number=Plur	17	nsubj	_	nsubj
12	herritarren	herritar	NOUN	_	Case=Gen|Definite=Def|Number=Plur	13	nmod	_	nmod
13	erdiak	erdi	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	10	conj	_	conj
16	aurka	aurka	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	17	obl	_	obl
4	partiduari	partidu	NOUN	_	Animacy=Inan|Case=Dat|Definite=Def|Number=Sing	8	iobj	_	iobj
2	espainolak	espainol	NOUN	_	Case=Abs|Definite=Def|Number=Plur	6	obl	_	obl
3	legearen	lege	NOUN	_	Case=Gen	6	obl	_	obl
8	ezin	ezin	NOUN	_	Case=Abs|Definite=Ind	9	compound	_	compound
11	bereizkeriarik	bereizkeria	NOUN	_	Case=Par|Definite=Ind	10	obj	SpaceAfter=No	obj
13	jaiotze	jaiotze	NOUN	_	_	10	obl	SpaceAfter=No	obl
15	arraza	arraza	NOUN	_	_	13	conj	SpaceAfter=No	conj
17	sexu	sexu	NOUN	_	_	13	conj	SpaceAfter=No	conj
19	erlijio	erlijio	NOUN	_	_	13	conj	SpaceAfter=No	conj
21	iritzi	iritzi	NOUN	_	_	13	conj	_	conj
24	baldintza	baldintza	NOUN	_	_	22	conj	_	conj
26	egoera	egoera	NOUN	_	_	24	conj	_	conj
10	alderdiek	alderdi	NOUN	_	Case=Erg|Definite=Def|Number=Plur	12	nsubj	_	nsubj
11	aurrekontuei	aurrekontu	NOUN	_	Animacy=Inan|Case=Dat|Definite=Def|Number=Plur	12	iobj	_	iobj
14	zuzenketak	zuzenketa	NOUN	_	Case=Abs|Definite=Def|Number=Plur	7	obj	SpaceAfter=No	obj
3	herrietan	herri	NOUN	_	Case=Ine|Definite=Def|Number=Plur	5	obl	_	obl
1	minutu	minutu	NOUN	_	_	3	nmod	_	nmod
3	isilunea	isilune	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	4	obj	_	obj
6	astebete	astebete	NOUN	_	_	9	obl	_	obl
8	atentatuan	atentatu	NOUN	_	Case=Ine|Definite=Def|Number=Sing	9	obl	_	obl
1	biktimek	biktima	NOUN	_	Animacy=Inan|Case=Erg|Definite=Def|Number=Plur	2	nsubj	_	nsubj
5	agintariek	agintari	NOUN	_	Animacy=Anim|Case=Erg|Definite=Def|Number=Plur	10	nsubj	_	nsubj
7	autoak	auto	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Plur	8	obj	_	obj
9	dirua	diru	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	10	obj	_	obj
14	dirua	diru	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	16	obj	_	obj
17	behar	behar	NOUN	_	Case=Abs|Definite=Ind	18	compound	_	compound
3	hasieran	hasiera	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Sing	4	obl	_	obl
8	erantzun	erantzun	NOUN	_	_	2	obj	_	obj
1	anaiak	anaia	NOUN	_	Case=Erg|Definite=Def|Number=Sing	4	nsubj	_	nsubj
3	seme-alaba	seme+-+alaba	NOUN	_	Case=Abs|Definite=Ind	4	obj	_	obj
5	aurreko	aurre	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Sing	7	nmod	_	nmod
7	harriekin	harri	NOUN	_	Animacy=Inan|Case=Com|Definite=Def|Number=Plur	10	obl	_	obl
9	altxaldi	altxaldi	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	10	obj	_	obj
13	pittin	pittin	NOUN	_	_	15	obl	_	obl
17	bolarekin	bola	NOUN	_	Animacy=Inan|Case=Com|Definite=Ind	20	obl	_	obl
19	jasoaldi	jasoaldi	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	20	obj	_	obj
28	merezi	merezi	NOUN	_	Animacy=Inan|Case=Abs|Definite=Ind	3	conj	_	conj
2	antolatzaileari	antolatzaile	NOUN	_	Animacy=Anim|Case=Dat|Definite=Def|Number=Sing	3	iobj	_	iobj
4	defentsak	defentsa	NOUN	_	Animacy=Inan|Case=Erg|Definite=Def|Number=Sing	7	nsubj	_	nsubj
5	zerikusi	zerikusi	NOUN	_	_	7	obj	_	obj
10	arazoetan	arazo	NOUN	_	Animacy=Inan|Case=Ine|Definite=Def|Number=Plur	7	obl	SpaceAfter=No	obl
1	manifestazioa	manifestazio	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	2	obj	_	obj
5	autoinkulpazio	autoinkulpazio	NOUN	_	_	6	nmod	_	nmod
6	kanpaina	kanpaina	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	9	nsubj	_	nsubj
1	belauneko	belaun	NOUN	_	Animacy=Inan|Case=Loc|Definite=Def|Number=Sing	2	nmod	_	nmod
2	lesioa	lesio	NOUN	_	Case=Abs|Definite=Def|Number=Sing	4	nsubj	_	nsubj
8	kezka	kezka	NOUN	_	_	4	nsubj	_	nsubj
15	denboraldi-aurrea	denboraldi-aurre	NOUN	_	Animacy=Inan|Case=Abs|Definite=Def|Number=Sing	14	obj	SpaceAfter=No	obj
