index	word	lemma	posUni	posFine	morph	head	dep	_	coarse_dep
7	dizkiot	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=1	6	aux	SpaceAfter=No	aux
8	aurkeztu	aurkeztu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
9	dute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	8	aux	SpaceAfter=No	aux
13	daudela	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	14	ccomp	_	ccomp
14	salatzeko	salatu	VERB	_	Case=Abs|Definite=Ind	8	advcl	SpaceAfter=No	advcl
8	izan	izan	AUX	_	Aspect=Perf|VerbForm=Part	5	cop	_	cop
9	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	8	aux	SpaceAfter=No	aux
14	gelditzeko	gelditu	VERB	_	Case=Abs|Definite=Ind	16	xcomp	SpaceAfter=No	xcomp
16	eskatu	eskatu	VERB	_	Aspect=Perf|VerbForm=Part	8	conj	_	conj
17	zion	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	16	aux	SpaceAfter=No	aux
8	jaso	jaso	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
9	zituen	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	8	aux	SpaceAfter=No	aux
6	markatzen	markatu	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
7	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	6	aux	SpaceAfter=No	aux
13	irekia	ireki	VERB	_	Case=Abs|Definite=Def|Number=Sing|VerbForm=Part	12	nmod	SpaceAfter=No	nmod
3	helduko	heldu	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
4	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	3	aux	_	aux
5	heldu	heldu	VERB	_	Aspect=Perf|VerbForm=Part	7	acl	_	acl
6	den	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	5	aux	_	aux
12	irabaztea	irabazi	VERB	_	Case=Abs	10	csubj	_	csubj
13	zen	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	10	cop	SpaceAfter=No	cop
4	nahastu	nahastu	VERB	_	VerbForm=Part	0	root	_	root
11	eduki	eduki	VERB	_	VerbForm=Part	4	conj	_	conj
6	sartzen	sartu	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
7	ditugu	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Plur|Person[abs]=3|Person[erg]=1	6	aux	_	aux
10	direlakoan	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	9	cop	SpaceAfter=No	cop
4	dituzte	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	0	root	_	root
4	luzatu	luzatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
5	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	4	aux	_	aux
10	egiteko	egin	VERB	_	Case=Loc	11	advcl	_	advcl
7	jasoko	jaso	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
8	ditu	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	7	aux	_	aux
2	mintzatu	mintzatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
3	zitzaigun	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Plur|Person[abs]=3|Person[dat]=1	2	aux	_	aux
7	dira	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	10	cop	_	cop
2	zirudien	iruditu	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	SpaceAfter=No	root
6	egin	egin	VERB	_	VerbForm=Part	7	advcl	_	advcl
9	eginda	egin	VERB	_	VerbForm=Part	11	advcl	_	advcl
10	bailituen	ukan	AUX	_	Aspect=Prog|Mood=Cnd|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	9	cop	_	cop
12	zen	izan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	11	aux	SpaceAfter=No	aux
2	dela	izan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	9	advcl	_	advcl
9	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	7	cop	_	cop
12	sartzeko	sartu	VERB	_	Case=Loc	13	advcl	_	advcl
14	ariko	ari_izan	VERB	_	_	16	acl	_	acl
15	diren	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	14	aux	_	aux
5	gara	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=1	4	cop	SpaceAfter=No	cop
3	erabaki	erabaki	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
4	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	3	aux	_	aux
7	luzatzea	luzatu	VERB	_	Case=Abs	3	xcomp	SpaceAfter=No	xcomp
3	dagokionean	egon	VERB	_	Aspect=Prog|Case=Ine|Definite=Def|Mood=Ind|Number=Sing|Number[abs]=Sing|Number[dat]=Sing|Person[abs]=3|Person[dat]=3	7	advcl	_	advcl
7	esaten	esan	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
8	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	7	aux	SpaceAfter=No	aux
17	hil	hil	VERB	_	Aspect=Perf|VerbForm=Part	19	ccomp	_	ccomp
18	direla	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	17	aux	_	aux
19	adierazi	adierazi	VERB	_	Voice=Cau	7	advcl	_	advcl
20	baitute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	19	aux	SpaceAfter=No	aux
2	aipatzekotan	aipatu	VERB	_	Case=Ine	9	advcl	SpaceAfter=No	advcl
9	dira	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	10	cop	_	cop
14	irabazteko	irabazi	VERB	_	Case=Abs|Definite=Ind	9	advcl	SpaceAfter=No	advcl
3	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
4	dute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	3	aux	SpaceAfter=No	aux
16	lortu	lortu	VERB	_	VerbForm=Part	20	advcl	_	advcl
20	irabazi	irabazi	VERB	_	VerbForm=Part	3	conj	_	conj
21	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	20	aux	_	aux
22	zuten	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	20	aux	SpaceAfter=No	aux
3	darabiltzatela	erabili	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	4	ccomp	_	ccomp
5	geratu	geratu	AUX	_	Aspect=Perf|VerbForm=Part	4	cop	_	cop
6	dela	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	5	aux	_	aux
8	dugu	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=1	0	root	SpaceAfter=No	root
2	gara	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=1	1	cop	_	cop
4	daramatza	eraman	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	_	root
9	dagoen	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	11	ccomp	_	ccomp
4	dute	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	0	root	SpaceAfter=No	root
8	jokatzeko	jokatu	VERB	_	Case=Loc	9	advcl	_	advcl
10	dute	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	4	conj	SpaceAfter=No	conj
7	ukatzen	ukatu	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
8	digu	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Plur|Number[erg]=Sing|Person[abs]=3|Person[dat]=1|Person[erg]=3	7	aux	_	aux
17	dugu	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=1	23	aux	_	aux
23	kolaboratu	kolaboratu	VERB	_	VerbForm=Part	7	conj	SpaceAfter=No	conj
9	jabetu	jabetu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
10	ziren	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	9	aux	SpaceAfter=No	aux
5	egiten	egin	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
6	ditu	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	5	aux	_	aux
2	etorri	etorri	VERB	_	VerbForm=Part	0	root	SpaceAfter=No	root
2	die	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Plur|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	4	aux	_	aux
4	ematen	eman	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
8	bueltatzea	bueltatu	VERB	_	Case=Abs	10	ccomp	_	ccomp
9	zela	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	8	cop	_	cop
10	aldarrikatu	aldarrikatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
11	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	10	aux	_	aux
1	ohituta	ohitu	VERB	_	VerbForm=Part	2	advcl	_	advcl
2	nago	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=1	0	root	_	root
9	piztu	piztu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
10	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	9	aux	SpaceAfter=No	aux
17	itzali	itzali	VERB	_	VerbForm=Part	19	xcomp	_	xcomp
19	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	9	conj	_	conj
20	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	19	aux	SpaceAfter=No	aux
12	izan	izan	AUX	_	Aspect=Perf|VerbForm=Part	10	cop	_	cop
13	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	12	aux	SpaceAfter=No	aux
2	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	3	cop	_	cop
9	jotzen	jo	VERB	_	Aspect=Imp|VerbForm=Inf	2	advcl	_	advcl
10	badute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3|Polarity=Pos	9	aux	_	aux
14	egina	egin	VERB	_	Case=Abs|Definite=Def|Number=Sing|VerbForm=Part	15	xcomp	_	xcomp
15	jaten	jan	VERB	_	Aspect=Imp|VerbForm=Inf	19	advcl	_	advcl
17	bada	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	15	aux	_	aux
18	pozoiketak	pozoitu	VERB	_	Case=Erg|Definite=Def|Number=Sing	19	obj	_	obj
19	sorraraz	sorrarazi	VERB	_	VerbForm=Inf	2	advcl	_	advcl
20	bailitzake	*ezan	AUX	_	Mood=Pot|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	19	aux	SpaceAfter=No	aux
2	ahaztuko	ahaztu	VERB	_	Aspect=Prosp|VerbForm=Part	5	acl	_	acl
4	ditudan	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=1	2	aux	_	aux
6	izango	izan	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
7	dira	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	6	aux	SpaceAfter=No	aux
7	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
8	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	7	aux	SpaceAfter=No	aux
3	murriztu	murriztu	VERB	_	VerbForm=Part	0	root	_	root
4	diezazkioke	*ezan	AUX	_	Mood=Pot|Number[abs]=Plur|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	3	aux	SpaceAfter=No	aux
5	mantenduz	mantendu	VERB	_	Case=Ins|Definite=Ind|VerbForm=Part	8	advcl	_	advcl
8	eragiten	eragin	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
9	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	8	aux	SpaceAfter=No	aux
3	zutitzen	zutitu	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
4	naiz	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=1	3	aux	SpaceAfter=No	aux
6	murgiltzen	murgildu	VERB	_	Aspect=Imp|VerbForm=Inf	3	conj	_	conj
9	noa	joan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=1	3	conj	_	conj
5	datorkio	etorri	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Person[abs]=3|Person[dat]=3	0	root	_	root
5	zuten	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	7	aux	_	aux
7	abisatu	abisatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	SpaceAfter=No	root
5	zituen	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	0	root	_	root
6	egin	egin	VERB	_	VerbForm=Part	7	xcomp	_	xcomp
7	aztertzen	aztertu	VERB	_	Case=Ine	9	advcl	_	advcl
8	ari	ari	AUX	_	_	9	aux	_	aux
9	dira	izan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	0	root	_	root
3	dute	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	0	root	_	root
8	ibili	ibili	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
9	ziren	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	8	aux	_	aux
2	deituta	deitu	VERB	_	VerbForm=Part	9	advcl	SpaceAfter=No	advcl
9	egin	egin	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
10	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	9	aux	_	aux
4	errepikatzea	errepikatu	VERB	_	Case=Abs	6	xcomp	_	xcomp
5	du	ukan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	6	cop	_	cop
2	esan	esan	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
3	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	2	aux	_	aux
4	inkulpatu	inkulpatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
5	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	4	aux	_	aux
1	mugitu	mugitu	VERB	_	VerbForm=Part	4	xcomp	_	xcomp
2	egin	egin	VERB	_	VerbForm=Part	1	aux	_	aux
4	dut	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=1	0	root	SpaceAfter=No	root
1	gauzatu	gauzatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
2	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	1	aux	_	aux
2	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	5	cop	_	cop
9	izan	izan	AUX	_	Aspect=Perf|VerbForm=Part	7	cop	_	cop
10	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	9	aux	SpaceAfter=No	aux
19	dago	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	9	conj	SpaceAfter=No	conj
4	izan	izan	AUX	_	Aspect=Perf|VerbForm=Part	6	cop	_	cop
5	zen	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	4	aux	_	aux
5	eraikitzea	eraiki	VERB	_	Case=Abs	6	xcomp	_	xcomp
6	atzeratu	atzeratu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
7	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	6	aux	_	aux
8	bill	bildu	VERB	_	VerbForm=Inf	10	nmod	_	nmod
7	izango	izan	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
8	dute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	7	aux	_	aux
11	baimentzeko	baimendu	VERB	_	Case=Abs|Definite=Ind	7	advcl	_	advcl
21	hartuz	hartu	VERB	_	Case=Ins|Definite=Ind|VerbForm=Part	13	conj	SpaceAfter=No	conj
5	dauden	egon	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	6	ccomp	_	ccomp
6	ikusteko	ikusi	VERB	_	Case=Loc	7	advcl	_	advcl
8	izango	izan	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
9	dugu	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=1	8	aux	SpaceAfter=No	aux
3	haustea	haustu	VERB	_	Case=Abs	0	root	SpaceAfter=No	root
4	hiltzen	hil	VERB	_	Aspect=Imp|VerbForm=Inf	6	acl	_	acl
5	diren	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	4	aux	_	aux
9	ureztatzeagatik	ureztatu	VERB	_	Case=Cau|Definite=Def|Number=Sing	10	advcl	_	advcl
10	izaten	izan	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
11	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	10	aux	SpaceAfter=No	aux
1	aipatutako	aipatu	VERB	_	Case=Loc|VerbForm=Part	2	advcl	_	advcl
17	dira	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	15	cop	SpaceAfter=No	cop
23	duela	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	30	advcl	_	advcl
30	ezarri	ezarri	VERB	_	Aspect=Perf|VerbForm=Part	17	conj	_	conj
31	dute	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	30	aux	SpaceAfter=No	aux
2	deitzen	deitu	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
3	zuten	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	2	aux	SpaceAfter=No	aux
1	konturatu	konturatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
2	da	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	1	aux	_	aux
13	dituela	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	14	ccomp	_	ccomp
14	aitortu	aitortu	VERB	_	Aspect=Perf|VerbForm=Part	1	conj	_	conj
15	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	14	aux	_	aux
22	nekatzen	nekatu	VERB	_	Aspect=Imp|VerbForm=Inf	14	advcl	_	advcl
23	delako	izan	AUX	_	Mood=Ind|Number[abs]=Sing|Person[abs]=3	22	aux	SpaceAfter=No	aux
3	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	2	cop	SpaceAfter=No	cop
4	jorratzen	jorratu	VERB	_	Aspect=Imp|VerbForm=Inf	6	acl	_	acl
5	diren	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	4	aux	_	aux
8	dute	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	0	root	_	root
8	ezberdintzen	ezberdindu	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
9	zituzten	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	8	aux	_	aux
4	sinesten	sinetsi	VERB	_	Aspect=Imp|VerbForm=Inf	10	nsubj	_	nsubj
5	duenak	*edun	AUX	_	Case=Erg|Definite=Def|Mood=Ind|Number=Sing|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	4	aux	SpaceAfter=No	aux
10	sinesten	sinetsi	VERB	_	Aspect=Imp|VerbForm=Inf	0	root	_	root
11	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	10	aux	SpaceAfter=No	aux
4	atxilotu	atxilotu	VERB	_	VerbForm=Part	0	root	SpaceAfter=No	root
12	eraman	eraman	VERB	_	Aspect=Perf|VerbForm=Part	4	conj	_	conj
13	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	12	aux	SpaceAfter=No	aux
16	egiteko	egin	VERB	_	Case=Abs|Definite=Ind	12	advcl	SpaceAfter=No	advcl
2	izango	izan	VERB	_	Aspect=Prosp|VerbForm=Part	0	root	_	root
3	dira	izan	AUX	_	Mood=Ind|Number[abs]=Plur|Person[abs]=3	2	aux	_	aux
4	ezkutatu	ezkutatu	VERB	_	VerbForm=Part	0	root	_	root
8	jarduten	jardun	VERB	_	Aspect=Imp|VerbForm=Inf	4	conj	_	conj
9	diote	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Plur|Person[abs]=3|Person[dat]=3|Person[erg]=3	8	aux	_	aux
1	utzi	utzi	VERB	_	VerbForm=Part	0	root	SpaceAfter=No	root
3	utzi	utzi	VERB	_	VerbForm=Part	1	conj	SpaceAfter=No	conj
2	izan	izan	VERB	_	Aspect=Perf|VerbForm=Part	4	advcl	_	advcl
3	zuen	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	2	aux	_	aux
11	zen	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	8	cop	SpaceAfter=No	cop
16	zihoazen	joan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Person[abs]=3	11	conj	_	conj
26	egin	egin	VERB	_	VerbForm=Part	28	xcomp	_	xcomp
28	zuten	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	11	conj	SpaceAfter=No	conj
4	aldarrikatu	aldarrikatu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
5	zituen	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	4	aux	_	aux
12	desblokeatzeko	desblokeatu	VERB	_	Case=Loc	13	advcl	_	advcl
15	delako	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	13	cop	SpaceAfter=No	cop
2	dela	izan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	8	advcl	_	advcl
8	hartu	hartu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
9	du	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	8	aux	_	aux
11	luzatzen	luzatu	VERB	_	Case=Ine	13	advcl	_	advcl
13	uzteko	utzi	VERB	_	Case=Abs|Definite=Ind	8	advcl	SpaceAfter=No	advcl
4	eragin	eragin	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
5	dezake	*ezan	AUX	_	Mood=Pot|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	4	aux	_	aux
17	dituelako	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	4	advcl	SpaceAfter=No	advcl
5	da	izan	AUX	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Person[abs]=3	4	cop	_	cop
14	egotzi	egotzi	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
15	zion	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	14	aux	SpaceAfter=No	aux
2	gobernatzen	gobernatu	VERB	_	Case=Ine	3	advcl	_	advcl
3	jarraitzeko	jarraitu	VERB	_	Case=Loc	5	advcl	_	advcl
9	duela	ukan	VERB	_	Aspect=Prog|Mood=Ind|Number[abs]=Sing|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	10	ccomp	_	ccomp
10	nabarmendu	nabarmendu	VERB	_	VerbForm=Part	19	advcl	_	advcl
16	egingo	egin	VERB	_	Aspect=Prosp|VerbForm=Part	18	acl	_	acl
17	dituzten	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Plur|Person[abs]=3|Person[erg]=3	16	aux	_	aux
19	laburbildu	laburbildu	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
20	zituen	*edun	AUX	_	Mood=Ind|Number[abs]=Plur|Number[erg]=Sing|Person[abs]=3|Person[erg]=3	19	aux	SpaceAfter=No	aux
8	jolasten	jolastu	VERB	_	Case=Ine	10	advcl	_	advcl
9	ari	ari	AUX	_	_	10	aux	_	aux
10	zela	izan	VERB	_	_	13	advcl	_	advcl
13	eman	eman	VERB	_	Aspect=Perf|VerbForm=Part	0	root	_	root
14	zion	*edun	AUX	_	Mood=Ind|Number[abs]=Sing|Number[dat]=Sing|Number[erg]=Sing|Person[abs]=3|Person[dat]=3|Person[erg]=3	13	aux	_	aux
